Date,Advertiser,Advertiser ID,Advertiser Status,Advertiser Integration Code,Insertion Order,Insertion Order ID,Insertion Order Status,Insertion Order Integration Code,Partner Currency,Advertiser Currency,Clicks,% Clicks Leading to Conversions,Conversions per 1000 Impressions,CPM Fee 1 (Adv Currency),CPM Fee 1 (Partner Currency),CPM Fee 1 (USD),CPM Fee 2 (Adv Currency),CPM Fee 2 (Partner Currency),CPM Fee 2 (USD),Click Rate (CTR),Data Fees (Adv Currency),Data Fees (Partner Currency),Data Fees (USD),Impressions,% Impressions Leading to Conversions,Post-Click Conversions,Post-View Conversions,Media Cost (Advertiser Currency),Media Cost eCPA (PC) (Adv Currency),Media Cost eCPA (PC) (Partner Currency),Media Cost eCPA (PC) (USD),Media Cost eCPA (PV) (Adv Currency),Media Cost eCPA (PV) (Partner Currency),Media Cost eCPA (PV) (USD),Media Cost eCPA (Adv Currency),Media Cost eCPA (Partner Currency),Media Cost eCPA (USD),Video Media Cost eCPCV (Adv Currency),Video Media Cost eCPCV (Partner Currency),Video Media Cost eCPCV (USD),Media Cost eCPC (Adv Currency),Media Cost eCPC (Partner Currency),Media Cost eCPC (USD),Media Cost eCPM (Adv Currency),Media Cost eCPM (Partner Currency),Media Cost eCPM (USD),Media Cost (Partner Currency),Media Cost (USD),Media Fee 1 (Adv Currency),Media Fee 1 (Partner Currency),Media Fee 1 (USD),Media Fee 2 (Adv Currency),Media Fee 2 (Partner Currency),Media Fee 2 (USD),DCM Post-Click Revenue,DCM Post-View Revenue,Profit (Advertiser Currency),Profit eCPM (Adv Currency),Profit eCPM (Partner Currency),Profit eCPM (USD),Profit Margin,Profit (Partner Currency),Profit (USD),Revenue (Adv Currency),Revenue eCPA (PC) (Adv Currency),Revenue eCPA (PC) (Partner Currency),Revenue eCPA (PC) (USD),Revenue eCPA (PV) (Adv Currency),Revenue eCPA (PV) (Partner Currency),Revenue eCPA (PV) (USD),Revenue eCPA (Adv Currency),Revenue eCPA (Partner Currency),Revenue eCPA (USD),Video Revenue eCPCV (Adv Currency),Video Revenue eCPCV (Partner Currency),Video Revenue eCPCV (USD),Revenue eCPC (Adv Currency),Revenue eCPC (Partner Currency),Revenue eCPC (USD),Revenue eCPM (Adv Currency),Revenue eCPM (Partner Currency),Revenue eCPM (USD),Revenue (Partner Currency),Revenue (USD),Complete Views (Video),First-Quartile Views (Video),Fullscreens (Video),Midpoint Views (Video),Audio Mutes (Video),Pauses (Video),Starts (Video),Skips (Video),Third-Quartile Views (Video),Total Conversions,Total Media Cost (Advertiser Currency),Total Media Cost eCPA (PC) (Adv Currency),Total Media Cost eCPA (PC) (Partner Currency),Total Media Cost eCPA (PC) (USD),Total Media Cost eCPA (PV) (Adv Currency),Total Media Cost eCPA (PV) (Partner Currency),Total Media Cost eCPA (PV) (USD),Total Media Cost eCPA (Adv Currency),Total Media Cost eCPA (Partner Currency),Total Media Cost eCPA (USD),Total Video Media Cost eCPCV (Adv Currency),Total Video Media Cost eCPCV (Partner Currency),Total Video Media Cost eCPCV (USD),Total Media Cost eCPC (Adv Currency),Total Media Cost eCPC (Partner Currency),Total Media Cost eCPC (USD),Total Media Cost eCPM (Adv Currency),Total Media Cost eCPM (Partner Currency),Total Media Cost eCPM (USD),Total Media Cost (Partner Currency),Total Media Cost (USD),Completion Rate (Video)
8/6/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,6,0.00%,0,0,0,0,0,0,0,0.36%,0,0,0,1687,0.00%,0,0,7.516758,0,0,0,0,0,0,0,0,0,0,0,0,1.252793,1.252793,0.951681,4.455695,4.455695,3.384758,7.516758,5.710087,0.977179,0.977178,0.742311,0,0,0,0,0,11.750063,6.965064,6.965064,5.290994,58.04%,11.750063,8.925906,20.244,0,0,0,0,0,0,0,0,0,0,0,0,3.374,3.374,2.563051,12,12,9.11577,20.244,15.378304,0,0,0,0,0,0,0,0,0,0,8.493937,0,0,0,0,0,0,0,0,0,0,0,0,1.415656,1.415656,1.0754,5.034936,5.034936,3.824776,8.493937,6.452398,0.00%
7/13/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,2,0.00%,0,0,0,0,0,0,0,0.11%,0,0,0,1810,0.00%,0,0,6.912938,0,0,0,0,0,0,0,0,0,0,0,0,3.456469,3.456469,2.652902,3.819303,3.819303,2.931384,6.912938,5.305804,0.898682,0.898682,0.689755,0,0,0,0,0,13.90838,7.684188,7.684188,5.903947,64.06%,13.90838,10.686144,21.72,0,0,0,0,0,0,0,0,0,0,0,0,10.86,10.86,8.340852,12,12,9.216411,21.72,16.681703,0,0,0,0,0,0,0,0,0,0,7.81162,0,0,0,0,0,0,0,0,0,0,0,0,3.90581,3.90581,2.99778,4.315812,4.315812,3.312464,7.81162,5.995559,0.00%
9/4/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,2,0.00%,0,0,0,0,0,0,0,0.14%,0,0,0,1432,0.00%,0,0,6.885027,0,0,0,0,0,0,0,0,0,0,0,0,3.442514,3.442513,2.65013,4.80798,4.80798,3.7013,6.885027,5.300261,0.895054,0.895054,0.689034,0,0,0,0,0,9.403919,6.566983,6.566983,5.055432,54.73%,9.403919,7.239379,17.184,0,0,0,0,0,0,0,0,0,0,0,0,8.592,8.592,6.614337,12,12,9.237901,17.184,13.228674,0,0,0,0,0,0,0,0,0,0,7.780081,0,0,0,0,0,0,0,0,0,0,0,0,3.89004,3.89004,2.994647,5.433017,5.433017,4.182469,7.780081,5.989295,0.00%
8/31/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,0,0.00%,0,0,0,0,0,0,0,0.00%,0,0,0,1482,0.00%,0,0,5.479521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.697383,3.697383,2.821239,5.479521,4.181076,0.712338,0.712338,0.54354,0,0,0,0,0,11.592141,7.821958,7.821958,5.966865,65.18%,11.592141,8.842894,17.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9.154865,17.784,13.56751,0,0,0,0,0,0,0,0,0,0,6.191859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.178042,4.178042,3.188,6.191859,4.724616,0.00%
9/25/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,1,0.00%,0,0,0,0,0,0,0,0.12%,0,0,0,829,0.00%,0,0,4.023851,0,0,0,0,0,0,0,0,0,0,0,0,4.023851,4.023851,3.055262,4.853861,4.853861,3.685479,4.023851,3.055262,0.523101,0.523101,0.397184,0,0,0,0,0,5.401048,6.515137,6.515138,4.94693,54.29%,5.401049,4.101005,9.948,0,0,0,0,0,0,0,0,0,0,0,0,9.948,9.948001,7.553452,12,12.000001,9.111522,9.948001,7.553452,0,0,0,0,0,0,0,0,0,0,4.546952,0,0,0,0,0,0,0,0,0,0,0,0,4.546952,4.546952,3.452446,5.484863,5.484863,4.164592,4.546952,3.452446,0.00%
9/24/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,0,0.00%,0,0,0,0,0,0,0,0.00%,0,0,0,907,0.00%,0,0,4.604673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.076817,5.076817,3.854542,4.604673,3.496069,0.598607,0.598607,0.454489,0,0,0,0,0,5.68072,6.263197,6.263198,4.755294,52.19%,5.68072,4.313051,10.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.000001,9.110926,10.884001,8.26361,0,0,0,0,0,0,0,0,0,0,5.20328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.736803,5.736803,4.355632,5.203281,3.950558,0.00%
8/2/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,0,0.00%,0,0,0,0,0,0,0,0.00%,0,0,0,1710,0.00%,0,0,5.89128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.445193,3.445193,2.629871,5.89128,4.497079,0.765866,0.765866,0.58462,0,0,0,0,0,13.862854,8.106932,8.106932,6.190928,67.57%,13.862854,10.586487,20.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9.162682,20.52,15.668186,0,0,0,0,0,0,0,0,0,0,6.657146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.893068,3.893068,2.971754,6.657146,5.081699,0.00%
7/17/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,5,0.00%,0,0,0,0,0,0,0,0.28%,0,0,0,1804,0.00%,0,0,6.763102,0,0,0,0,0,0,0,0,0,0,0,0,1.35262,1.35262,1.045527,3.748948,3.748948,2.897802,6.763102,5.227635,0.879203,0.879203,0.679592,0,0,0,0,0,14.005695,7.763689,7.763689,6.000967,64.70%,14.005695,10.825745,21.648,0,0,0,0,0,0,0,0,0,0,0,0,4.3296,4.3296,3.346594,12,12,9.275483,21.648,16.732972,0,0,0,0,0,0,0,0,0,0,7.642305,0,0,0,0,0,0,0,0,0,0,0,0,1.528461,1.528461,1.181445,4.236311,4.236311,3.274516,7.642305,5.907227,0.00%
8/30/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,2,0.00%,0,0,0,0,0,0,0,0.13%,0,0,0,1492,0.00%,0,0,6.189252,0,0,0,0,0,0,0,0,0,0,0,0,3.094626,3.094626,2.371185,4.148292,4.148292,3.178532,6.189252,4.74237,0.804603,0.804603,0.616508,0,0,0,0,0,10.910145,7.31243,7.31243,5.598387,60.92%,10.910145,8.352793,17.904,0,0,0,0,0,0,0,0,0,0,0,0,8.952,8.952,6.855836,12,12,9.190128,17.904,13.711671,0,0,0,0,0,0,0,0,0,0,6.993855,0,0,0,0,0,0,0,0,0,0,0,0,3.496927,3.496927,2.679439,4.68757,4.68757,3.591741,6.993855,5.358878,0.00%
9/5/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,3,0.00%,0,0,0,0,0,0,0,0.21%,0,0,0,1423,0.00%,0,0,6.091472,0,0,0,0,0,0,0,0,0,0,0,0,2.030491,2.030491,1.569011,4.280725,4.280725,3.307824,6.091472,4.707034,0.791891,0.791891,0.611914,0,0,0,0,0,10.192637,7.16278,7.162781,5.536941,59.70%,10.192637,7.879067,17.076,0,0,0,0,0,0,0,0,0,0,0,0,5.692,5.692,4.399338,12,12,9.274782,17.076,13.198015,0,0,0,0,0,0,0,0,0,0,6.883363,0,0,0,0,0,0,0,0,0,0,0,0,2.294454,2.294454,1.772983,4.83722,4.837219,3.737841,6.883363,5.318948,0.00%
8/21/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,0,0.00%,0,0,0,0,0,0,0,0.00%,0,0,0,1575,0.00%,0,0,7.78391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.942165,4.942165,3.843304,7.78391,6.053203,1.011908,1.011909,0.786917,0,0,0,0,0,10.104182,6.415353,6.415353,4.988451,53.46%,10.104181,7.85681,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9.331384,18.9,14.696929,0,0,0,0,0,0,0,0,0,0,8.795818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.584647,5.584647,4.342933,8.795819,6.84012,0.00%
9/2/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,1,0.00%,0,0,0,0,0,0,0,0.07%,0,0,0,1453,0.00%,0,0,5.31842,0,0,0,0,0,0,0,0,0,0,0,0,5.31842,5.31842,4.074292,3.660303,3.660303,2.804055,5.31842,4.074292,0.691395,0.691395,0.529658,0,0,0,0,0,11.426185,7.863858,7.863858,6.029241,65.55%,11.426186,8.760487,17.436,0,0,0,0,0,0,0,0,0,0,0,0,17.436,17.436,13.364437,12,12,9.197823,17.436,13.364437,0,0,0,0,0,0,0,0,0,0,6.009815,0,0,0,0,0,0,0,0,0,0,0,0,6.009815,6.009815,4.60395,4.136142,4.136142,3.168582,6.009815,4.60395,0.00%
9/15/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,0,0.00%,0,0,0,0,0,0,0,0.00%,0,0,0,1227,0.00%,0,0,5.249971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.278705,4.278705,3.245235,5.249971,3.981904,0.682496,0.682496,0.517647,0,0,0,0,0,8.791533,7.165063,7.165064,5.435981,59.72%,8.791533,6.669949,14.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9.103097,14.724,11.1695,0,0,0,0,0,0,0,0,0,0,5.932467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.834937,4.834936,3.667116,5.932467,4.499551,0.00%
9/18/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,4,0.00%,0,0,0,0,0,0,0,0.34%,0,0,0,1164,0.00%,0,0,6.48815,0,0,0,0,0,0,0,0,0,0,0,0,1.622038,1.622038,1.227508,5.574012,5.574012,4.21824,6.48815,4.910032,0.84346,0.84346,0.638304,0,0,0,0,0,6.636391,5.701366,5.701366,4.314888,47.51%,6.63639,5.02253,13.968,0,0,0,0,0,0,0,0,0,0,0,0,3.492,3.492,2.642716,12,12,9.0815,13.968,10.570866,0,0,0,0,0,0,0,0,0,0,7.331609,0,0,0,0,0,0,0,0,0,0,0,0,1.832902,1.832902,1.387084,6.298634,6.298634,4.766612,7.33161,5.548336,0.00%
7/31/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,1,0.00%,0,0,0,0,0,0,0,0.06%,0,0,0,1723,0.00%,0,0,6.901362,0,0,0,0,0,0,0,0,0,0,0,0,6.901362,6.901362,5.285623,4.005434,4.005433,3.067686,6.901362,5.285623,0.897177,0.897177,0.687131,0,0,0,0,0,12.877461,7.47386,7.473861,5.724082,62.28%,12.877463,9.862593,20.676,0,0,0,0,0,0,0,0,0,0,0,0,20.676,20.676002,15.835348,12,12.000001,9.190567,20.676002,15.835348,0,0,0,0,0,0,0,0,0,0,7.798539,0,0,0,0,0,0,0,0,0,0,0,0,7.798539,7.798539,5.972755,4.52614,4.52614,3.466486,7.798539,5.972755,0.00%
7/28/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,0,0.00%,0,0,0,0,0,0,0,0.00%,0,0,0,1738,0.00%,0,0,7.016977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.037386,4.037386,3.070109,7.016977,5.335849,0.912207,0.912207,0.69366,0,0,0,0,0,12.926816,7.437754,7.437754,5.654288,61.98%,12.926816,9.827153,20.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9.123511,20.856,15.856662,0,0,0,0,0,0,0,0,0,0,7.929184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.562246,4.562246,3.469223,7.929184,6.029509,0.00%
9/11/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,0,0.00%,0,0,0,0,0,0,0,0.00%,0,0,0,1436,0.00%,0,0,5.784928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.028501,4.028501,3.090246,5.784928,4.437594,0.752041,0.752041,0.576887,0,0,0,0,0,10.695031,7.447793,7.447793,5.71306,62.06%,10.695031,8.203955,17.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9.205039,17.232,13.218435,0,0,0,0,0,0,0,0,0,0,6.536969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.552207,4.552207,3.491978,6.536969,5.014481,0.00%
8/13/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,1,0.00%,0,0,0,0,0,0,0,0.06%,0,0,0,1629,0.00%,0,0,6.959333,0,0,0,0,0,0,0,0,0,0,0,0,6.959333,6.959333,5.369027,4.27215,4.27215,3.295904,6.959333,5.369027,0.904713,0.904713,0.697974,0,0,0,0,0,11.683954,7.17247,7.172471,5.53346,59.77%,11.683955,9.014006,19.548,0,0,0,0,0,0,0,0,0,0,0,0,19.548,19.548002,15.081007,12,12.000001,9.257831,19.548002,15.081007,0,0,0,0,0,0,0,0,0,0,7.864046,0,0,0,0,0,0,0,0,0,0,0,0,7.864046,7.864046,6.067001,4.82753,4.82753,3.724371,7.864046,6.067001,0.00%
8/12/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,2,0.00%,0,0,0,0,0,0,0,0.12%,0,0,0,1638,0.00%,0,0,6.419951,0,0,0,0,0,0,0,0,0,0,0,0,3.209976,3.209976,2.475749,3.919384,3.919384,3.022892,6.419951,4.951497,0.834594,0.834594,0.643695,0,0,0,0,0,12.401455,7.571096,7.571096,5.839863,63.10%,12.401456,9.565696,19.656,0,0,0,0,0,0,0,0,0,0,0,0,9.828,9.828,7.580444,12,12,9.255732,19.656,15.160888,0,0,0,0,0,0,0,0,0,0,7.254545,0,0,0,0,0,0,0,0,0,0,0,0,3.627272,3.627272,2.797596,4.428904,4.428904,3.415868,7.254545,5.595192,0.00%
9/8/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,2,0.00%,0,0,0,0,0,0,0,0.14%,0,0,0,1417,0.00%,0,0,5.789403,0,0,0,0,0,0,0,0,0,0,0,0,2.894702,2.894701,2.245813,4.085676,4.085676,3.169813,5.789403,4.491625,0.752622,0.752622,0.583911,0,0,0,0,0,10.461975,7.383186,7.383186,5.724618,61.51%,10.461975,8.111784,17.004,0,0,0,0,0,0,0,0,0,0,0,0,8.502,8.502,6.59366,12,12,9.306507,17.004,13.187321,0,0,0,0,0,0,0,0,0,0,6.542025,0,0,0,0,0,0,0,0,0,0,0,0,3.271013,3.271013,2.537768,4.616814,4.616814,3.581889,6.542025,5.075536,0.00%
7/15/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,4,0.00%,0,0,0,0,0,0,0,0.22%,0,0,0,1806,0.00%,0,0,6.336784,0,0,0,0,0,0,0,0,0,0,0,0,1.584196,1.584196,1.226436,3.50874,3.50874,2.716359,6.336784,4.905744,0.823782,0.823782,0.637747,0,0,0,0,0,14.511434,8.035124,8.035124,6.219355,66.96%,14.511434,11.232155,21.672,0,0,0,0,0,0,0,0,0,0,0,0,5.418,5.418,4.193911,12,12,9.28884,21.672,16.775645,0,0,0,0,0,0,0,0,0,0,7.160566,0,0,0,0,0,0,0,0,0,0,0,0,1.790141,1.790141,1.385873,3.964876,3.964876,3.069485,7.160566,5.54349,0.00%
9/9/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,2,0.00%,0,0,0,0,0,0,0,0.14%,0,0,0,1476,0.00%,0,0,6.057716,0,0,0,0,0,0,0,0,0,0,0,0,3.028858,3.028858,2.335083,4.104144,4.104144,3.16407,6.057716,4.670167,0.787503,0.787503,0.607122,0,0,0,0,0,10.866781,7.362318,7.362318,5.666899,61.32%,10.866781,8.364343,17.712,0,0,0,0,0,0,0,0,0,0,0,0,8.856,8.856,6.820816,12,12,9.242298,17.712,13.641632,0,0,0,0,0,0,0,0,0,0,6.845219,0,0,0,0,0,0,0,0,0,0,0,0,3.42261,3.42261,2.638644,4.637682,4.637682,3.575399,6.845219,5.277288,0.00%
9/17/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,2,0.00%,0,0,0,0,0,0,0,0.17%,0,0,0,1188,0.00%,0,0,5.976578,0,0,0,0,0,0,0,0,0,0,0,0,2.988289,2.988289,2.261286,5.03079,5.03079,3.806878,5.976578,4.522571,0.776955,0.776955,0.587934,0,0,0,0,0,7.502467,6.315208,6.315208,4.778818,52.63%,7.502467,5.677235,14.256,0,0,0,0,0,0,0,0,0,0,0,0,7.128,7.128,5.39387,12,12,9.08059,14.256,10.787741,0,0,0,0,0,0,0,0,0,0,6.753533,0,0,0,0,0,0,0,0,0,0,0,0,3.376767,3.376767,2.555253,5.684792,5.684792,4.301772,6.753533,5.110506,0.00%
7/23/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,3,0.00%,0,0,0,0,0,0,0,0.17%,0,0,0,1769,0.00%,0,0,6.672295,0,0,0,0,0,0,0,0,0,0,0,0,2.224098,2.224099,1.691716,3.771789,3.77179,2.868935,6.672296,5.075147,0.867398,0.867398,0.659769,0,0,0,0,0,13.688307,7.737878,7.737879,5.885661,64.48%,13.688308,10.411734,21.228,0,0,0,0,0,0,0,0,0,0,0,0,7.076,7.076001,5.382217,12,12.000001,9.127558,21.228002,16.14665,0,0,0,0,0,0,0,0,0,0,7.539693,0,0,0,0,0,0,0,0,0,0,0,0,2.513231,2.513231,1.911639,4.262122,4.262122,3.241897,7.539694,5.734916,0.00%
8/3/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,5,0.00%,0,0,0,0,0,0,0,0.29%,0,0,0,1701,0.00%,0,0,5.552901,0,0,0,0,0,0,0,0,0,0,0,0,1.11058,1.11058,0.847498,3.264492,3.264492,2.491175,5.552901,4.237489,0.721877,0.721877,0.550874,0,0,0,0,0,14.137222,8.311124,8.311124,6.344994,69.27%,14.137222,10.792835,20.412,0,0,0,0,0,0,0,0,0,0,0,0,4.0824,4.0824,3.11624,12,12,9.160022,20.412,15.581198,0,0,0,0,0,0,0,0,0,0,6.274778,0,0,0,0,0,0,0,0,0,0,0,0,1.254956,1.254956,0.957673,3.688876,3.688876,2.815028,6.274778,4.788363,0.00%
8/7/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,0,0.00%,0,0,0,0,0,0,0,0.00%,0,0,0,1679,0.00%,0,0,7.391237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.402166,4.402166,3.343889,7.391237,5.614389,0.960861,0.960861,0.72987,0,0,0,0,0,11.795902,7.025552,7.025552,5.33635,58.55%,11.795902,8.959731,20.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9.114944,20.148,15.303991,0,0,0,0,0,0,0,0,0,0,8.352098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.974448,4.974448,3.778594,8.352098,6.34426,0.00%
