Date,Advertiser,Advertiser ID,Advertiser Status,Advertiser Integration Code,Insertion Order,Insertion Order ID,Insertion Order Status,Insertion Order Integration Code,Partner Currency,Advertiser Currency,Clicks,% Clicks Leading to Conversions,Conversions per 1000 Impressions,CPM Fee 1 (Adv Currency),CPM Fee 1 (Partner Currency),CPM Fee 1 (USD),CPM Fee 2 (Adv Currency),CPM Fee 2 (Partner Currency),CPM Fee 2 (USD),Click Rate (CTR),Data Fees (Adv Currency),Data Fees (Partner Currency),Data Fees (USD),Impressions,% Impressions Leading to Conversions,Post-Click Conversions,Post-View Conversions,Media Cost (Advertiser Currency),Media Cost eCPA (PC) (Adv Currency),Media Cost eCPA (PC) (Partner Currency),Media Cost eCPA (PC) (USD),Media Cost eCPA (PV) (Adv Currency),Media Cost eCPA (PV) (Partner Currency),Media Cost eCPA (PV) (USD),Media Cost eCPA (Adv Currency),Media Cost eCPA (Partner Currency),Media Cost eCPA (USD),Video Media Cost eCPCV (Adv Currency),Video Media Cost eCPCV (Partner Currency),Video Media Cost eCPCV (USD),Media Cost eCPC (Adv Currency),Media Cost eCPC (Partner Currency),Media Cost eCPC (USD),Media Cost eCPM (Adv Currency),Media Cost eCPM (Partner Currency),Media Cost eCPM (USD),Media Cost (Partner Currency),Media Cost (USD),Media Fee 1 (Adv Currency),Media Fee 1 (Partner Currency),Media Fee 1 (USD),Media Fee 2 (Adv Currency),Media Fee 2 (Partner Currency),Media Fee 2 (USD),DCM Post-Click Revenue,DCM Post-View Revenue,Profit (Advertiser Currency),Profit eCPM (Adv Currency),Profit eCPM (Partner Currency),Profit eCPM (USD),Profit Margin,Profit (Partner Currency),Profit (USD),Revenue (Adv Currency),Revenue eCPA (PC) (Adv Currency),Revenue eCPA (PC) (Partner Currency),Revenue eCPA (PC) (USD),Revenue eCPA (PV) (Adv Currency),Revenue eCPA (PV) (Partner Currency),Revenue eCPA (PV) (USD),Revenue eCPA (Adv Currency),Revenue eCPA (Partner Currency),Revenue eCPA (USD),Video Revenue eCPCV (Adv Currency),Video Revenue eCPCV (Partner Currency),Video Revenue eCPCV (USD),Revenue eCPC (Adv Currency),Revenue eCPC (Partner Currency),Revenue eCPC (USD),Revenue eCPM (Adv Currency),Revenue eCPM (Partner Currency),Revenue eCPM (USD),Revenue (Partner Currency),Revenue (USD),Complete Views (Video),First-Quartile Views (Video),Fullscreens (Video),Midpoint Views (Video),Audio Mutes (Video),Pauses (Video),Starts (Video),Skips (Video),Third-Quartile Views (Video),Total Conversions,Total Media Cost (Advertiser Currency),Total Media Cost eCPA (PC) (Adv Currency),Total Media Cost eCPA (PC) (Partner Currency),Total Media Cost eCPA (PC) (USD),Total Media Cost eCPA (PV) (Adv Currency),Total Media Cost eCPA (PV) (Partner Currency),Total Media Cost eCPA (PV) (USD),Total Media Cost eCPA (Adv Currency),Total Media Cost eCPA (Partner Currency),Total Media Cost eCPA (USD),Total Video Media Cost eCPCV (Adv Currency),Total Video Media Cost eCPCV (Partner Currency),Total Video Media Cost eCPCV (USD),Total Media Cost eCPC (Adv Currency),Total Media Cost eCPC (Partner Currency),Total Media Cost eCPC (USD),Total Media Cost eCPM (Adv Currency),Total Media Cost eCPM (Partner Currency),Total Media Cost eCPM (USD),Total Media Cost (Partner Currency),Total Media Cost (USD),Completion Rate (Video)
7/18/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,6,0.00%,0,0,0,0,0,0,0,0.33%,0,0,0,1796,0.00%,0,0,6.092709,0,0,0,0,0,0,0,0,0,0,0,0,1.015451,1.015451,0.783942,3.392377,3.392377,2.618961,6.092709,4.703654,0.792052,0.792052,0.611475,0,0,0,0,0,14.667239,8.166614,8.166614,6.30394,68.05%,14.667239,11.321877,21.552,0,0,0,0,0,0,0,0,0,0,0,0,3.592,3.592,2.772834,12,12,9.263366,21.552,16.637006,0,0,0,0,0,0,0,0,0,0,6.884761,0,0,0,0,0,0,0,0,0,0,0,0,1.14746,1.14746,0.885855,3.833386,3.833386,2.959426,6.884761,5.315129,0.00%
7/11/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,3,0.00%,0,0,0,0,0,0,0,0.17%,0,0,0,1822,0.00%,0,0,6.208778,0,0,0,0,0,0,0,0,0,0,0,0,2.069593,2.069593,1.580155,3.407672,3.407672,2.601791,6.208778,4.740464,0.807141,0.807141,0.61626,0,0,0,0,0,14.848081,8.149331,8.149331,6.222219,67.91%,14.84808,11.336884,21.864,0,0,0,0,0,0,0,0,0,0,0,0,7.288,7.288,5.564536,12,12,9.162243,21.864,16.693608,0,0,0,0,0,0,0,0,0,0,7.015919,0,0,0,0,0,0,0,0,0,0,0,0,2.33864,2.33864,1.785575,3.850669,3.850669,2.940024,7.015919,5.356724,0.00%
7/16/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,1,0.00%,0,0,0,0,0,0,0,0.06%,0,0,0,1801,0.00%,0,0,6.742904,0,0,0,0,0,0,0,0,0,0,0,0,6.742904,6.742904,5.212511,3.743978,3.743978,2.894231,6.742904,5.212511,0.876578,0.876577,0.677626,0,0,0,0,0,13.992518,7.769305,7.769305,6.005957,64.74%,13.992519,10.816728,21.612,0,0,0,0,0,0,0,0,0,0,0,0,21.612,21.612,16.706865,12,12,9.276438,21.612,16.706865,0,0,0,0,0,0,0,0,0,0,7.619482,0,0,0,0,0,0,0,0,0,0,0,0,7.619482,7.619481,5.890137,4.230695,4.230695,3.270481,7.619481,5.890137,0.00%
8/20/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,2,0.00%,0,0,0,0,0,0,0,0.13%,0,0,0,1584,0.00%,0,0,8.099839,0,0,0,0,0,0,0,0,0,0,0,0,4.049919,4.04992,3.149972,5.113535,5.113535,3.977238,8.099839,6.299945,1.052979,1.052979,0.818993,0,0,0,0,0,9.855182,6.221706,6.221705,4.839158,51.85%,9.855181,7.665226,19.008,0,0,0,0,0,0,0,0,0,0,0,0,9.504,9.504,7.392082,12,12,9.333437,19.008,14.784164,0,0,0,0,0,0,0,0,0,0,9.152818,0,0,0,0,0,0,0,0,0,0,0,0,4.576409,4.576409,3.559469,5.778294,5.778295,4.494279,9.152819,7.118938,0.00%
9/16/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,1,0.00%,0,0,0,0,0,0,0,0.08%,0,0,0,1207,0.00%,0,0,5.171895,0,0,0,0,0,0,0,0,0,0,0,0,5.171895,5.171895,3.921174,4.284917,4.284917,3.248694,5.171895,3.921174,0.672346,0.672346,0.509753,0,0,0,0,0,8.639759,7.158044,7.158043,5.423174,59.63%,8.639758,6.545772,14.484,0,0,0,0,0,0,0,0,0,0,0,0,14.484,14.484,10.976698,12,12,9.094199,14.484,10.976698,0,0,0,0,0,0,0,0,0,0,5.844241,0,0,0,0,0,0,0,0,0,0,0,0,5.844241,5.844241,4.430927,4.841956,4.841956,3.671025,5.844241,4.430927,0.00%
9/23/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,0,0.00%,0,0,0,0,0,0,0,0.00%,0,0,0,971,0.00%,0,0,4.963868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.112119,5.112119,3.899385,4.963868,3.786303,0.645303,0.645303,0.492219,0,0,0,0,0,6.042829,6.223305,6.223305,4.742906,51.84%,6.042829,4.605362,11.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9.149212,11.652,8.883884,0,0,0,0,0,0,0,0,0,0,5.609171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.776695,5.776695,4.406305,5.609171,4.278522,0.00%
7/30/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,5,0.00%,0,0,0,0,0,0,0,0.29%,0,0,0,1728,0.00%,0,0,6.926246,0,0,0,0,0,0,0,0,0,0,0,0,1.385249,1.385249,1.060925,4.008244,4.008244,3.069805,6.926245,5.304623,0.900412,0.900412,0.689601,0,0,0,0,0,12.909342,7.470684,7.470685,5.721594,62.26%,12.909344,9.886914,20.736,0,0,0,0,0,0,0,0,0,0,0,0,4.1472,4.1472,3.176227,12,12.000001,9.190473,20.736002,15.881137,0,0,0,0,0,0,0,0,0,0,7.826658,0,0,0,0,0,0,0,0,0,0,0,0,1.565332,1.565331,1.198845,4.529316,4.529316,3.468879,7.826657,5.994224,0.00%
7/19/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,0,0.00%,0,0,0,0,0,0,0,0.00%,0,0,0,1781,0.00%,0,0,6.44892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.620955,3.620955,2.783085,6.44892,4.956675,0.83836,0.83836,0.644368,0,0,0,0,0,14.08472,7.908321,7.908321,6.075478,65.89%,14.084721,10.820426,21.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9.220364,21.372,16.421469,0,0,0,0,0,0,0,0,0,0,7.28728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.091679,4.091679,3.144886,7.28728,5.601043,0.00%
7/26/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,0,0.00%,0,0,0,0,0,0,0,0.00%,0,0,0,1754,0.00%,0,0,6.744346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.845123,3.845123,2.91158,6.744346,5.106911,0.876765,0.876765,0.663898,0,0,0,0,0,13.426889,7.655011,7.655011,5.796576,63.79%,13.426889,10.167194,21.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9.086661,21.048,15.938003,0,0,0,0,0,0,0,0,0,0,7.621111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.344989,4.344989,3.290085,7.621111,5.770809,0.00%
6/28/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,0,0.00%,0,0,0,0,0,0,0,0.00%,0,0,0,870,0.00%,0,0,2.986831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.433139,3.433139,2.632576,2.986831,2.290341,0.388288,0.388288,0.297744,0,0,0,0,0,7.064881,8.120553,8.120553,6.226687,67.67%,7.064881,5.417218,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9.201499,10.44,8.005304,0,0,0,0,0,0,0,0,0,0,3.375119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.879447,3.879447,2.974811,3.375119,2.588086,0.00%
7/12/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,1,0.00%,0,0,0,0,0,0,0,0.06%,0,0,0,1823,0.00%,0,0,7.705829,0,0,0,0,0,0,0,0,0,0,0,0,7.705829,7.705829,5.905454,4.227004,4.227004,3.239415,7.705829,5.905454,1.001758,1.001758,0.767709,0,0,0,0,0,13.168413,7.223485,7.223485,5.536194,60.20%,13.168413,10.092482,21.876,0,0,0,0,0,0,0,0,0,0,0,0,21.876,21.876,16.765645,12,12,9.196733,21.876,16.765645,0,0,0,0,0,0,0,0,0,0,8.707587,0,0,0,0,0,0,0,0,0,0,0,0,8.707587,8.707587,6.673163,4.776515,4.776515,3.660539,8.707587,6.673163,0.00%
7/25/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,0,0.00%,0,0,0,0,0,0,0,0.00%,0,0,0,1758,0.00%,0,0,6.71928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.822116,3.822116,2.899885,6.71928,5.097998,0.873506,0.873506,0.66274,0,0,0,0,0,13.503214,7.681009,7.681009,5.823024,63.99%,13.503214,10.236876,21.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9.099894,21.096,15.997613,0,0,0,0,0,0,0,0,0,0,7.592786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.318991,4.318991,3.27687,7.592786,5.760737,0.00%
8/5/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,3,0.00%,0,0,0,0,0,0,0,0.18%,0,0,0,1686,0.00%,0,0,6.4347,0,0,0,0,0,0,0,0,0,0,0,0,2.1449,2.1449,1.63891,3.816548,3.816548,2.91621,6.4347,4.916729,0.836511,0.836511,0.639175,0,0,0,0,0,12.960789,7.687301,7.687301,5.864938,64.03%,12.960789,9.888285,20.232,0,0,0,0,0,0,0,0,0,0,0,0,6.744,6.744,5.148063,12,12,9.160254,20.232,15.444189,0,0,0,0,0,0,0,0,0,0,7.271211,0,0,0,0,0,0,0,0,0,0,0,0,2.423737,2.423737,1.851968,4.312699,4.312699,3.295317,7.271211,5.555904,0.00%
7/27/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,2,0.00%,0,0,0,0,0,0,0,0.12%,0,0,0,1740,0.00%,0,0,6.410539,0,0,0,0,0,0,0,0,0,0,0,0,3.205269,3.205269,2.430489,3.684218,3.684218,2.793665,6.410539,4.860977,0.83337,0.83337,0.631927,0,0,0,0,0,13.636091,7.836834,7.836834,5.942231,65.31%,13.636091,10.339482,20.88,0,0,0,0,0,0,0,0,0,0,0,0,10.44,10.44,7.916193,12,12,9.099072,20.88,15.832386,0,0,0,0,0,0,0,0,0,0,7.243909,0,0,0,0,0,0,0,0,0,0,0,0,3.621955,3.621954,2.746452,4.163166,4.163166,3.156841,7.243909,5.492904,0.00%
8/11/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,2,0.00%,0,0,0,0,0,0,0,0.12%,0,0,0,1642,0.00%,0,0,6.310709,0,0,0,0,0,0,0,0,0,0,0,0,3.155355,3.155354,2.42166,3.843306,3.843306,2.949646,6.310709,4.843319,0.820392,0.820392,0.629632,0,0,0,0,0,12.572899,7.657064,7.657064,5.879402,63.82%,12.572899,9.653979,19.704,0,0,0,0,0,0,0,0,0,0,0,0,9.852,9.852,7.563465,12,12,9.212503,19.704,15.126929,0,0,0,0,0,0,0,0,0,0,7.131101,0,0,0,0,0,0,0,0,0,0,0,0,3.565551,3.565551,2.736475,4.342936,4.342936,3.3331,7.131101,5.472951,0.00%
9/1/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,2,0.00%,0,0,0,0,0,0,0,0.14%,0,0,0,1471,0.00%,0,0,5.647246,0,0,0,0,0,0,0,0,0,0,0,0,2.823623,2.823623,2.15485,3.839052,3.839052,2.929776,5.647246,4.309701,0.734142,0.734142,0.560261,0,0,0,0,0,11.270612,7.661871,7.661871,5.847311,63.85%,11.270612,8.601395,17.652,0,0,0,0,0,0,0,0,0,0,0,0,8.826,8.826,6.735678,12,12,9.157958,17.652,13.471357,0,0,0,0,0,0,0,0,0,0,6.381388,0,0,0,0,0,0,0,0,0,0,0,0,3.190694,3.190694,2.434981,4.338129,4.338129,3.310647,6.381388,4.869962,0.00%
9/22/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,1,0.00%,0,0,0,0,0,0,0,0.10%,0,0,0,1017,0.00%,0,0,5.006521,0,0,0,0,0,0,0,0,0,0,0,0,5.006521,5.006521,3.83641,4.922833,4.922833,3.772281,5.006521,3.83641,0.650848,0.650848,0.498733,0,0,0,0,0,6.546631,6.437199,6.437199,4.933506,53.65%,6.546632,5.017376,12.204,0,0,0,0,0,0,0,0,0,0,0,0,12.204,12.204,9.352519,12,12,9.196184,12.204,9.352519,0,0,0,0,0,0,0,0,0,0,5.657369,0,0,0,0,0,0,0,0,0,0,0,0,5.657369,5.657369,4.335143,5.562801,5.562801,4.262678,5.657369,4.335143,0.00%
8/4/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,3,0.00%,0,0,0,0,0,0,0,0.18%,0,0,0,1696,0.00%,0,0,5.981056,0,0,0,0,0,0,0,0,0,0,0,0,1.993685,1.993685,1.528054,3.526566,3.526566,2.702925,5.981056,4.584162,0.777537,0.777537,0.595941,0,0,0,0,0,13.593407,8.01498,8.01498,6.143916,66.80%,13.593407,10.420082,20.352,0,0,0,0,0,0,0,0,0,0,0,0,6.784,6.784,5.200061,12,12,9.198222,20.352,15.600184,0,0,0,0,0,0,0,0,0,0,6.758593,0,0,0,0,0,0,0,0,0,0,0,0,2.252864,2.252864,1.726701,3.98502,3.98502,3.054306,6.758593,5.180103,0.00%
8/15/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,1,0.00%,0,0,0,0,0,0,0,0.06%,0,0,0,1622,0.00%,0,0,6.246166,0,0,0,0,0,0,0,0,0,0,0,0,6.246166,6.246166,4.828385,3.850904,3.850904,2.976809,6.246166,4.828385,0.812002,0.812002,0.62769,0,0,0,0,0,12.405832,7.648479,7.648479,5.913924,63.74%,12.405832,9.592384,19.464,0,0,0,0,0,0,0,0,0,0,0,0,19.464,19.464,15.04846,12,12,9.277719,19.464,15.04846,0,0,0,0,0,0,0,0,0,0,7.058168,0,0,0,0,0,0,0,0,0,0,0,0,7.058168,7.058168,5.456075,4.351521,4.351521,3.363795,7.058168,5.456075,0.00%
8/9/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,1,0.00%,0,0,0,0,0,0,0,0.06%,0,0,0,1660,0.00%,0,0,6.724636,0,0,0,0,0,0,0,0,0,0,0,0,6.724636,6.724636,5.112486,4.050986,4.050986,3.079811,6.724636,5.112486,0.874203,0.874203,0.664623,0,0,0,0,0,12.321161,7.422386,7.422386,5.647719,61.87%,12.321161,9.375213,19.92,0,0,0,0,0,0,0,0,0,0,0,0,19.92,19.92,15.152322,12,12,9.127905,19.92,15.152322,0,0,0,0,0,0,0,0,0,0,7.598839,0,0,0,0,0,0,0,0,0,0,0,0,7.598839,7.598839,5.777109,4.577614,4.577614,3.480186,7.598839,5.777109,0.00%
8/1/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,1,0.00%,0,0,0,0,0,0,0,0.06%,0,0,0,1714,0.00%,0,0,6.225497,0,0,0,0,0,0,0,0,0,0,0,0,6.225497,6.225497,4.761673,3.632145,3.632145,2.778106,6.225497,4.761673,0.809315,0.809315,0.619018,0,0,0,0,0,13.533188,7.895676,7.895676,6.035298,65.78%,13.533188,10.3445,20.568,0,0,0,0,0,0,0,0,0,0,0,0,20.568,20.568,15.725191,12,12,9.174557,20.568,15.725191,0,0,0,0,0,0,0,0,0,0,7.034812,0,0,0,0,0,0,0,0,0,0,0,0,7.034812,7.034812,5.380691,4.104324,4.104324,3.13926,7.034812,5.380691,0.00%
8/18/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,0,0.00%,0,0,0,0,0,0,0,0.00%,0,0,0,1600,0.00%,0,0,6.593428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.120893,4.120893,3.218851,6.593428,5.150162,0.857146,0.857146,0.669521,0,0,0,0,0,11.749426,7.343391,7.343391,5.738357,61.21%,11.749426,9.181371,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9.375659,19.2,15.001054,0,0,0,0,0,0,0,0,0,0,7.450574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.656609,4.656609,3.637302,7.450574,5.819683,0.00%
8/29/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,1,0.00%,0,0,0,0,0,0,0,0.07%,0,0,0,1498,0.00%,0,0,5.939257,0,0,0,0,0,0,0,0,0,0,0,0,5.939257,5.939257,4.564098,3.964791,3.964791,3.046794,5.939257,4.564098,0.772103,0.772103,0.593333,0,0,0,0,0,11.26464,7.519786,7.519786,5.777075,62.66%,11.26464,8.654058,17.976,0,0,0,0,0,0,0,0,0,0,0,0,17.976,17.976,13.811489,12,12,9.219952,17.976,13.811489,0,0,0,0,0,0,0,0,0,0,6.71136,0,0,0,0,0,0,0,0,0,0,0,0,6.71136,6.71136,5.15743,4.480214,4.480214,3.442877,6.71136,5.15743,0.00%
7/14/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,5,0.00%,0,0,0,0,0,0,0,0.28%,0,0,0,1812,0.00%,0,0,6.610951,0,0,0,0,0,0,0,0,0,0,0,0,1.32219,1.32219,1.022838,3.648428,3.648428,2.8224,6.610951,5.114189,0.859424,0.859424,0.664845,0,0,0,0,0,14.273625,7.877277,7.877277,6.09579,65.65%,14.273626,11.045572,21.744,0,0,0,0,0,0,0,0,0,0,0,0,4.3488,4.3488,3.364921,12,12,9.285103,21.744,16.824606,0,0,0,0,0,0,0,0,0,0,7.470375,0,0,0,0,0,0,0,0,0,0,0,0,1.494075,1.494075,1.155807,4.122723,4.122723,3.189312,7.470375,5.779034,0.00%
8/24/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,1,0.00%,0,0,0,0,0,0,0,0.06%,0,0,0,1551,0.00%,0,0,6.160002,0,0,0,0,0,0,0,0,0,0,0,0,6.160002,6.160002,4.764838,3.971632,3.971632,3.072107,6.160002,4.764838,0.8008,0.8008,0.619429,0,0,0,0,0,11.651198,7.512055,7.512055,5.810015,62.60%,11.651198,9.011333,18.612,0,0,0,0,0,0,0,0,0,0,0,0,18.612,18.612,14.395601,12,12,9.281496,18.612,14.395601,0,0,0,0,0,0,0,0,0,0,6.960802,0,0,0,0,0,0,0,0,0,0,0,0,6.960802,6.960802,5.384267,4.487945,4.487945,3.471481,6.960802,5.384267,0.00%
8/28/16,1000 AAAAAA AAAA AAAA - AAAAAA - #AAAAAAAA - AAA,1161431,Active,,1010101010 - 1000 AAAAAAA AAAA AAAA - AAAAAAA AAAA - 28 Jun 2016 - AAAAAAA - #AAAAAAAA - AAAAAAA,2427940,Paused,CTR,CAD,CAD,3,0.00%,0,0,0,0,0,0,0,0.20%,0,0,0,1513,0.00%,0,0,8.629286,0,0,0,0,0,0,0,0,0,0,0,0,2.876429,2.876429,2.212371,5.703428,5.703428,4.386724,8.629286,6.637113,1.121807,1.121807,0.862825,0,0,0,0,0,8.404907,5.555127,5.555127,4.272401,46.29%,8.404907,6.464142,18.156,0,0,0,0,0,0,0,0,0,0,0,0,6.052,6.052,4.654693,12,12,9.229399,18.156,13.96408,0,0,0,0,0,0,0,0,0,0,9.751093,0,0,0,0,0,0,0,0,0,0,0,0,3.250364,3.250364,2.499979,6.444873,6.444873,4.956998,9.751093,7.499938,0.00%
